concept,style,color_0,count_0,color_1,count_1,color_2,count_2,color_3,count_3,color_4,count_4,color_dominant,method
peony,clipart,"[167, 48, 214]",28,"[230, 75, 127]",7673,"[139, 152, 48]",4582,"[242, 130, 170]",8842,"[233, 230, 229]",1916,"[247, 190, 206]"
terracotta,clipart,"[74, 35, 28]",303,"[7, 8, 248]",2,"[156, 78, 47]",4641,"[186, 74, 40]",1787,"[111, 140, 63]",36,"[219, 106, 61]"
ketchup,clipart,"[67, 74, 242]",215,"[244, 31, 26]",8805,"[65, 152, 104]",790,"[241, 178, 53]",940,"[231, 208, 196]",8567,"[226, 13, 13]"
diarrhea,clipart,"[9, 9, 203]",3,"[189, 96, 90]",1240,"[222, 99, 96]",956,"[7, 248, 8]",1,"[237, 237, 233]",627,"[242, 148, 132]"
snow,clipart,"[7, 8, 248]",4,"[141, 139, 248]",16,"[131, 182, 211]",3623,"[204, 225, 243]",20508,"[247, 247, 247]",7961,"[232, 247, 247]"
spring_leaf,clipart,"[41, 13, 170]",44,"[61, 78, 26]",2118,"[73, 139, 37]",8792,"[140, 185, 181]",413,"[146, 207, 16]",5091,"[111, 176, 15]"
wolf,clipart,"[34, 13, 124]",22,"[124, 126, 123]",16062,"[72, 224, 44]",15,"[232, 223, 201]",20560,"[229, 228, 228]",6279,"[79, 79, 79]"
storm_cloud,clipart,"[81, 1, 248]",8,"[21, 107, 247]",853,"[162, 208, 242]",2671,"[253, 228, 94]",9,"[246, 246, 247]",18185,"[226, 241, 241]"
petrol,clipart,"[7, 8, 248]",2,"[213, 77, 45]",799,"[39, 169, 101]",1424,"[234, 175, 40]",1685,"[199, 206, 208]",7170,"[54, 56, 56]"
marine,clipart,"[58, 7, 242]",15,"[26, 82, 147]",4377,"[200, 75, 65]",3384,"[209, 158, 104]",5226,"[193, 195, 193]",7075,"[34, 72, 104]"
grass,clipart,"[45, 155, 16]",46386,"[228, 134, 248]",15,"[146, 243, 70]",43970,"[178, 241, 134]",14009,"[217, 244, 204]",8561,"[83, 220, 13]"
rust,clipart,"[117, 55, 34]",3390,"[95, 2, 221]",5,"[232, 88, 13]",1116,"[187, 145, 114]",804,"[196, 203, 198]",378,"[188, 73, 21]"
school_bus,clipart,"[62, 64, 67]",18732,"[83, 40, 179]",43,"[150, 110, 54]",10917,"[99, 161, 178]",12492,"[235, 147, 28]",19162,"[245, 191, 64]"
tomato_bisque,clipart,"[161, 69, 24]",1057,"[101, 130, 28]",552,"[243, 161, 72]",1778,"[232, 217, 207]",4705,"[226, 244, 36]",74,"[239, 112, 15]"
vanilla_bean,clipart,"[7, 8, 248]",1,"[110, 73, 55]",1373,"[247, 8, 7]",3,"[68, 176, 200]",116,"[158, 235, 48]",7,"[75, 50, 34]"
sunrise,clipart,"[88, 98, 248]",4,"[247, 8, 248]",3,"[247, 115, 61]",1681,"[247, 175, 78]",2377,"[247, 211, 76]",3830,"[248, 237, 134]"
cookie,clipart,"[131, 67, 44]",22090,"[51, 127, 202]",99,"[60, 143, 99]",672,"[198, 122, 66]",29208,"[247, 205, 122]",8943,"[245, 178, 96]"
shamrock,clipart,"[170, 46, 228]",25,"[27, 130, 53]",10093,"[23, 217, 40]",7271,"[198, 215, 204]",1185,"[50, 245, 13]",2818,"[41, 178, 72]"
tuna,clipart,"[24, 42, 67]",3778,"[48, 8, 131]",14,"[181, 207, 125]",238,"[222, 225, 218]",4333,"[241, 226, 198]",1527,"[55, 86, 101]"
mucus,clipart,"[89, 61, 57]",745,"[240, 56, 15]",8,"[234, 181, 145]",763,"[166, 221, 207]",3605,"[233, 238, 237]",2834,"[56, 216, 216]"
piglet,clipart,"[186, 51, 232]",17,"[239, 103, 122]",11762,"[242, 141, 153]",17130,"[140, 233, 90]",44,"[218, 214, 209]",2415,"[240, 208, 208]"
slime,clipart,"[126, 24, 231]",8,"[31, 108, 72]",3945,"[41, 142, 62]",9893,"[102, 227, 44]",2146,"[208, 214, 203]",1568,"[48, 207, 79]"
turtle,clipart,"[57, 83, 45]",11041,"[119, 105, 70]",4580,"[95, 134, 57]",16831,"[187, 161, 95]",2806,"[155, 201, 47]",4049,"[144, 183, 62]"
sand,clipart,"[248, 8, 8]",4,"[218, 172, 124]",9720,"[236, 174, 110]",21714,"[243, 179, 99]",14480,"[247, 220, 191]",1006,"[247, 202, 121]"
plaster,clipart,"[101, 107, 176]",81,"[168, 176, 180]",6730,"[52, 221, 66]",5,"[247, 185, 103]",368,"[245, 246, 246]",34890,"[232, 231, 232]"
foliage,clipart,"[113, 26, 201]",25,"[95, 154, 85]",39513,"[106, 207, 32]",9304,"[160, 200, 69]",9131,"[219, 234, 213]",6510,"[112, 175, 48]"
water,clipart,"[28, 66, 148]",60,"[248, 8, 8]",2,"[38, 156, 220]",1714,"[74, 213, 237]",6234,"[207, 237, 244]",4335,"[80, 175, 208]"
corn_field,clipart,"[53, 89, 29]",38632,"[140, 63, 221]",33,"[91, 144, 44]",67429,"[224, 198, 51]",18818,"[183, 214, 186]",4951,"[143, 208, 15]"
zinc,clipart,"[89, 90, 94]",8226,"[248, 8, 8]",4,"[132, 134, 138]",10607,"[238, 239, 240]",3989,"[248, 247, 8]",1,"[175, 175, 175]"
meat,clipart,"[160, 41, 46]",16629,"[228, 133, 117]",12581,"[243, 187, 162]",11039,"[247, 218, 190]",5894,"[197, 248, 117]",8,"[208, 79, 79]"
sienna,clipart,"[146, 68, 51]",3508,"[215, 71, 59]",2248,"[85, 133, 164]",1329,"[232, 169, 77]",2046,"[194, 191, 187]",5284,"[47, 48, 47]"
olive_tree,clipart,"[61, 46, 186]",29,"[117, 63, 30]",14109,"[69, 91, 51]",7614,"[122, 164, 40]",18211,"[40, 248, 19]",18,"[75, 116, 35]"
suede,clipart,"[11, 10, 173]",4,"[78, 53, 35]",1683,"[175, 101, 55]",4027,"[178, 109, 42]",2755,"[200, 166, 132]",529,"[152, 85, 32]"
winter_mint,clipart,"[55, 30, 173]",45,"[53, 112, 60]",10601,"[71, 145, 55]",12394,"[231, 87, 102]",1168,"[171, 167, 158]",680,"[102, 175, 30]"
soil,clipart,"[84, 46, 31]",24139,"[136, 82, 51]",35615,"[89, 108, 36]",2807,"[246, 8, 8]",50,"[100, 166, 37]",3361,"[125, 77, 44]"
night_sky,clipart,"[20, 49, 89]",85024,"[30, 59, 126]",29864,"[44, 79, 191]",9591,"[171, 87, 149]",2786,"[45, 130, 165]",22418,"[11, 21, 69]"
mildew,clipart,"[26, 19, 172]",14,"[132, 156, 59]",21284,"[86, 165, 72]",8819,"[230, 180, 107]",10004,"[112, 221, 46]",2417,"[112, 173, 60]"
summer_grass,clipart,"[43, 153, 14]",53043,"[173, 191, 231]",693,"[174, 230, 127]",17796,"[162, 241, 92]",33358,"[166, 235, 196]",5671,"[80, 207, 16]"
wood,clipart,"[134, 82, 50]",33637,"[248, 8, 8]",8,"[171, 126, 74]",22411,"[102, 157, 34]",200,"[85, 168, 167]",180,"[172, 111, 63]"
sandpaper,clipart,"[249, 92, 248]",3,"[136, 200, 120]",10038,"[245, 208, 104]",32590,"[245, 216, 70]",51861,"[247, 220, 25]",18344,"[245, 179, 67]"
summer_sky,clipart,"[87, 1, 248]",7,"[45, 160, 231]",4056,"[137, 212, 213]",50767,"[96, 221, 204]",9007,"[230, 237, 205]",18064,"[79, 208, 240]"
